date,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,ozone,dust,uv_index,temperature_2m_mean,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean,cough,asthma
2022-09-11,21.270833333333332,30.433333333333334,476.4166666666667,15.629166666666668,81.33333333333333,0.0,1.4729166666666667,21.4,21.3,6.3,89,37.0,14.0
2022-09-12,17.941666666666666,25.65416666666667,488.5,18.979166666666668,67.20833333333333,0.0,1.15,21.3,9.7,7.7,88,37.0,14.0
2022-09-13,17.083333333333332,24.458333333333332,492.7083333333333,19.429166666666667,57.208333333333336,0.0,1.3125,21.6,5.0,4.4,87,37.0,14.0
2022-09-14,12.795833333333334,18.275000000000002,325.4166666666667,10.475,64.45833333333333,0.0,1.875,21.3,27.9,7.1,89,37.0,14.0
2022-09-15,11.895833333333334,16.9875,328.2083333333333,12.566666666666668,62.708333333333336,0.0,0.4791666666666667,21.4,4.9,9.2,89,37.0,14.0
2022-09-16,16.179166666666667,23.141666666666666,372.9583333333333,12.112499999999999,70.875,0.0,0.7625000000000001,21.0,16.0,6.8,90,37.0,14.0
2022-09-17,16.7,23.891666666666666,426.9166666666667,15.483333333333334,75.70833333333333,0.0,0.5458333333333333,20.8,12.1,8.2,92,37.0,14.0
2022-09-18,23.525000000000002,33.625,516.8333333333334,18.075,79.20833333333333,0.0,0.9729166666666668,21.0,8.0,7.6,90,44.0,13.0
2022-09-19,26.837500000000002,38.37083333333333,547.4166666666666,18.529166666666665,84.91666666666667,0.0,1.3229166666666667,21.6,9.6,6.1,88,44.0,13.0
2022-09-20,26.275000000000002,37.56666666666667,528.4583333333334,18.208333333333332,78.91666666666667,0.0,1.3645833333333333,21.9,17.2,5.6,88,44.0,13.0
2022-09-21,15.129166666666668,21.704166666666666,351.875,12.458333333333334,73.5,0.0,0.9958333333333332,21.4,8.8,6.6,89,44.0,13.0
2022-09-22,15.758333333333333,22.675,360.9583333333333,13.7875,72.91666666666667,0.0,0.9625,21.6,10.8,7.2,87,44.0,13.0
2022-09-23,20.7375,29.787499999999998,468.5833333333333,18.629166666666666,77.54166666666667,0.0,1.3520833333333335,21.4,3.8,5.6,89,44.0,13.0
2022-09-24,16.395833333333332,23.479166666666668,426.75,15.104166666666666,82.08333333333333,0.0,0.8979166666666667,20.8,5.1,7.7,91,44.0,13.0
2022-09-25,22.27916666666667,31.8125,476.8333333333333,14.5625,86.41666666666667,0.0,0.6604166666666667,20.3,1.9,8.5,90,37.0,7.0
2022-09-26,25.4875,36.458333333333336,523.9166666666666,16.645833333333332,90.125,0.125,0.60625,20.2,3.7,8.2,91,37.0,7.0
2022-09-27,24.962500000000002,35.704166666666666,509.125,14.674999999999999,92.25,0.25,1.0916666666666666,19.9,1.5,8.2,91,37.0,7.0
2022-09-28,23.2625,33.225,566.875,19.416666666666668,81.33333333333333,0.0,0.8541666666666666,20.2,2.2,10.0,90,37.0,7.0
2022-09-29,21.091666666666665,30.150000000000002,553.4166666666666,19.337500000000002,78.08333333333333,0.0,1.09375,19.9,1.5,8.4,89,37.0,7.0
2022-09-30,25.083333333333332,35.887499999999996,598.8333333333334,23.27916666666667,75.625,0.0,1.2666666666666666,20.6,8.4,8.7,89,37.0,7.0
2022-10-01,29.458333333333332,42.1625,677.0416666666666,28.495833333333334,71.66666666666667,0.25,1.4229166666666666,19.9,11.4,5.9,88,37.0,7.0
2022-10-02,25.820833333333336,36.920833333333334,571.9583333333334,22.941666666666666,76.5,0.0,1.7708333333333333,20.9,2.4,7.3,83,47.0,8.0
2022-10-03,28.520833333333332,40.78333333333333,604.6666666666666,23.40416666666667,74.83333333333333,0.0,1.45625,21.6,2.1,7.0,82,47.0,8.0
2022-10-04,22.3125,31.879166666666666,487.9166666666667,15.745833333333332,68.45833333333333,0.0,0.22291666666666668,20.0,16.3,6.8,91,47.0,8.0
2022-10-05,15.933333333333332,22.78333333333333,370.125,18.016666666666666,46.625,0.0,0.21458333333333335,19.7,31.4,8.7,93,47.0,8.0
2022-10-06,15.683333333333332,22.433333333333334,353.5,15.225,52.791666666666664,0.0,0.27291666666666664,19.1,28.5,7.1,94,47.0,8.0
2022-10-07,20.037499999999998,28.75,418.5833333333333,17.479166666666668,54.291666666666664,0.0,0.7166666666666667,19.6,5.0,9.8,89,47.0,8.0
2022-10-08,26.441666666666666,37.895833333333336,513.4583333333334,19.5125,59.666666666666664,0.0,0.9270833333333334,20.2,1.4,11.9,85,47.0,8.0
2022-10-09,21.004166666666666,30.120833333333334,511.1666666666667,23.079166666666666,50.833333333333336,0.0,1.7645833333333334,20.0,6.8,11.1,87,40.0,12.0
2022-10-10,24.21666666666667,34.75416666666667,510.5833333333333,24.925,45.25,0.0,1.5125,19.5,1.4,9.8,87,40.0,12.0
2022-10-11,23.55,33.71666666666667,432.0416666666667,19.708333333333332,54.625,0.0,1.0708333333333333,19.1,0.2,10.3,83,40.0,12.0
2022-10-12,20.058333333333334,28.683333333333334,374.75,14.370833333333332,69.25,0.0,0.96875,18.6,3.5,8.0,90,40.0,12.0
2022-10-13,22.941666666666666,32.7875,382.125,13.4125,81.20833333333333,0.0,0.8375,18.4,2.9,6.8,89,40.0,12.0
2022-10-14,24.587500000000002,35.199999999999996,435.125,15.275,76.625,0.0,1.5250000000000001,17.9,1.0,7.8,86,40.0,12.0
2022-10-15,29.433333333333334,42.137499999999996,559.7083333333334,21.962500000000002,74.75,0.25,1.5854166666666665,17.5,0.5,7.4,85,40.0,12.0
2022-10-16,32.829166666666666,47.104166666666664,582.375,22.09166666666667,72.375,0.4166666666666667,1.6624999999999999,17.6,0.0,7.6,82,41.0,12.0
2022-10-17,31.733333333333334,45.49166666666667,617.5,24.3875,76.41666666666667,0.5,1.4874999999999998,17.6,0.0,6.7,70,41.0,12.0
2022-10-18,34.00833333333333,48.612500000000004,574.875,22.295833333333334,81.5,0.0,1.1854166666666666,16.8,0.0,12.3,69,41.0,12.0
2022-10-19,27.383333333333336,39.266666666666666,537.2916666666666,23.662499999999998,81.41666666666667,0.5416666666666666,1.2354166666666666,16.0,0.5,8.3,73,41.0,12.0
2022-10-20,31.679166666666664,45.59166666666667,642.7916666666666,27.791666666666668,68.125,1.2916666666666667,1.2645833333333334,15.8,0.0,8.7,75,41.0,12.0
2022-10-21,33.63333333333333,48.39166666666667,701.8333333333334,30.037499999999998,68.70833333333333,1.1666666666666667,1.2770833333333333,16.3,0.9,8.2,71,41.0,12.0
2022-10-22,32.82083333333333,47.07916666666667,736.7916666666666,33.233333333333334,72.70833333333333,0.5,1.3354166666666665,16.3,0.4,9.2,67,41.0,12.0
2022-10-23,25.391666666666666,36.34583333333333,669.75,31.808333333333334,74.54166666666667,0.125,1.4895833333333333,17.8,0.0,6.2,56,49.0,10.0
2022-10-24,23.241666666666664,33.262499999999996,605.5,24.816666666666666,78.33333333333333,0.0,1.4854166666666666,18.8,0.0,10.2,57,49.0,10.0
2022-10-25,26.3,37.612500000000004,467.5833333333333,14.125,98.625,0.0,1.4749999999999999,17.1,0.0,10.9,83,49.0,10.0
2022-10-26,44.925000000000004,64.25416666666666,519.7083333333334,9.591666666666667,116.83333333333333,0.7916666666666666,1.1041666666666667,16.2,0.0,9.7,83,49.0,10.0
2022-10-27,57.0375,81.60416666666667,645.875,17.166666666666668,112.33333333333333,1.375,0.9666666666666667,16.3,0.8,9.7,85,49.0,10.0
2022-10-28,56.949999999999996,81.70416666666667,759.25,25.125,99.45833333333333,1.875,0.94375,16.0,0.0,8.9,83,49.0,10.0
2022-10-29,42.92083333333333,61.55833333333334,795.375,29.766666666666666,86.08333333333333,1.0833333333333333,1.16875,16.3,0.9,7.6,77,49.0,10.0
2022-10-30,32.77916666666667,46.949999999999996,764.7083333333334,30.15416666666667,78.0,0.375,1.3416666666666666,17.0,0.0,9.4,68,42.0,11.0
2022-10-31,28.891666666666666,41.324999999999996,785.625,32.59166666666667,66.0,0.0,1.3875,16.8,0.0,7.7,68,42.0,11.0
2022-11-01,28.52916666666667,40.824999999999996,681.375,27.3625,75.29166666666667,0.0,1.3895833333333334,16.5,0.0,11.6,64,42.0,11.0
2022-11-02,38.025,54.32083333333333,670.1666666666666,21.941666666666666,80.58333333333333,0.0,1.2854166666666667,16.3,0.0,8.7,62,42.0,11.0
2022-11-03,47.70416666666667,68.12083333333334,730.75,24.462500000000002,91.58333333333333,0.0,1.1729166666666666,15.7,0.0,9.5,69,42.0,11.0
2022-11-04,55.12916666666666,79.04583333333333,934.3333333333334,31.570833333333336,88.20833333333333,1.2916666666666667,1.1395833333333332,16.2,0.0,8.7,76,42.0,11.0
2022-11-05,47.00416666666666,67.2625,918.8333333333334,29.370833333333334,88.875,0.5,1.2208333333333334,16.7,0.4,8.1,77,42.0,11.0
2022-11-06,44.56666666666666,63.69583333333333,838.3333333333334,28.53333333333333,86.75,0.4166666666666667,0.9583333333333334,16.8,0.0,8.1,73,49.0,10.0
2022-11-07,38.545833333333334,55.07083333333333,738.1666666666666,23.183333333333334,85.875,0.0,1.03125,15.1,0.0,10.2,79,49.0,10.0
2022-11-08,47.112500000000004,67.42083333333333,598.9583333333334,15.920833333333334,100.25,1.25,0.625,15.5,0.0,8.1,76,49.0,10.0
2022-11-09,50.20416666666667,71.81666666666666,527.5416666666666,10.9125,108.95833333333333,1.5416666666666667,0.74375,15.1,0.7,6.4,81,49.0,10.0
2022-11-10,46.37083333333334,66.28333333333333,586.125,13.370833333333332,103.04166666666667,0.8333333333333334,0.45416666666666666,14.9,0.3,9.6,82,49.0,10.0
2022-11-11,54.50833333333333,77.77916666666667,700.125,17.375,93.95833333333333,0.6666666666666666,0.9333333333333332,14.4,2.4,10.9,81,49.0,10.0
2022-11-12,54.59166666666667,78.09583333333333,716.125,19.724999999999998,87.79166666666667,1.375,1.05,13.7,0.0,12.0,77,49.0,10.0
2022-11-13,55.6875,79.69583333333334,787.7916666666666,22.816666666666666,83.33333333333333,1.5,0.9750000000000001,13.2,0.0,8.8,79,51.0,14.0
2022-11-14,62.99583333333334,89.99166666666667,854.0,24.0,87.41666666666667,1.5416666666666667,0.9083333333333333,13.1,0.0,10.7,80,51.0,14.0
2022-11-15,68.34583333333333,97.53750000000001,896.9583333333334,25.6125,89.79166666666667,1.0833333333333333,0.8708333333333332,14.0,0.0,10.5,77,51.0,14.0
2022-11-16,64.77083333333333,92.49583333333334,806.875,21.808333333333334,98.08333333333333,0.7083333333333334,0.8208333333333333,14.4,0.0,9.9,76,51.0,14.0
2022-11-17,57.0875,81.6875,750.5,19.079166666666666,90.83333333333333,1.1666666666666667,0.8895833333333334,13.4,0.1,9.7,80,51.0,14.0
2022-11-18,48.21666666666667,69.1375,793.375,25.53333333333333,84.66666666666667,1.375,1.0041666666666667,13.8,0.1,8.0,80,51.0,14.0
2022-11-19,49.17916666666667,70.50416666666666,1156.7083333333333,36.96666666666667,68.41666666666667,1.375,1.0250000000000001,14.8,0.0,7.4,71,51.0,14.0
2022-11-20,44.887499999999996,64.0625,994.3333333333334,29.22083333333333,76.20833333333333,0.375,1.0,14.7,0.0,10.4,71,31.0,10.0
2022-11-21,53.99583333333334,77.05833333333332,1098.2083333333333,31.4375,72.29166666666667,0.375,0.9249999999999999,14.1,0.0,12.3,64,31.0,10.0
2022-11-22,57.975,82.78750000000001,1157.5833333333333,30.22083333333333,79.16666666666667,0.125,0.90625,13.5,0.0,9.4,66,31.0,10.0
2022-11-23,60.949999999999996,87.03750000000001,947.3333333333334,21.125,99.25,0.125,0.8666666666666667,13.7,0.0,9.2,75,31.0,10.0
2022-11-24,63.32083333333333,90.52916666666665,1164.4583333333333,31.116666666666664,88.41666666666667,0.5,0.7979166666666666,12.7,0.0,8.0,79,31.0,10.0
2022-11-25,52.40833333333333,75.04583333333333,1152.1666666666667,32.729166666666664,91.58333333333333,0.5,0.9958333333333332,14.7,0.0,8.4,66,31.0,10.0
2022-11-26,41.09166666666667,58.71666666666667,1113.7916666666667,30.741666666666664,82.58333333333333,0.0,1.0458333333333334,15.4,0.0,9.2,55,31.0,10.0
2022-11-27,48.69583333333333,69.62916666666666,1029.8333333333333,28.075,87.91666666666667,0.125,0.7833333333333333,14.1,0.0,8.3,68,36.0,9.0
2022-11-28,63.75416666666666,91.27083333333333,1038.0416666666667,25.554166666666664,97.83333333333333,0.8333333333333334,0.8541666666666666,13.3,0.0,8.0,76,36.0,9.0
2022-11-29,70.87916666666666,101.41250000000001,1227.5833333333333,32.829166666666666,89.41666666666667,0.8333333333333334,0.7937500000000001,13.4,0.0,9.4,78,36.0,9.0
2022-11-30,63.020833333333336,90.02083333333333,1193.875,29.995833333333334,91.41666666666667,0.125,0.8541666666666666,13.7,0.0,10.2,75,36.0,9.0
2022-12-01,55.145833333333336,78.75,1123.7916666666667,29.708333333333332,84.41666666666667,0.0,0.8770833333333333,13.4,0.0,8.5,72,36.0,9.0
2022-12-02,54.237500000000004,77.55,1240.6666666666667,32.31666666666667,89.125,0.25,0.9229166666666666,13.5,0.0,7.2,70,36.0,9.0
2022-12-03,51.37916666666666,73.41250000000001,1194.5416666666667,32.375,88.75,0.0,0.9312499999999999,13.3,0.0,8.2,71,36.0,9.0
2022-12-04,46.75,66.82083333333334,1175.7083333333333,31.570833333333336,86.08333333333333,0.0,0.9291666666666667,13.0,0.0,8.6,65,36.0,9.0
2022-12-05,47.854166666666664,68.375,1114.8333333333333,26.837500000000002,91.33333333333333,0.0,0.8541666666666666,12.1,0.0,9.7,71,36.0,9.0
2022-12-06,52.6,75.175,1197.6666666666667,29.95,85.20833333333333,0.0,0.94375,12.5,0.0,8.1,67,36.0,9.0
2022-12-07,62.87916666666666,89.89166666666667,1217.5833333333333,27.72083333333333,94.33333333333333,0.0,0.8375,12.2,0.0,7.0,71,36.0,9.0
2022-12-08,56.84583333333333,81.28333333333333,1397.75,32.82083333333333,87.29166666666667,0.25,0.8250000000000001,12.0,0.0,7.6,72,36.0,9.0
2022-12-09,52.541666666666664,75.12916666666666,1283.4166666666667,33.96666666666667,85.25,0.0,0.8229166666666666,12.2,0.0,9.0,70,36.0,9.0
2022-12-10,53.862500000000004,76.97500000000001,1434.2083333333333,36.858333333333334,86.0,0.0,0.875,12.0,0.0,8.4,71,36.0,9.0
2022-12-11,53.35,76.28750000000001,1558.2083333333333,40.2125,80.125,0.0,0.9020833333333332,12.2,0.0,10.0,66,45.0,11.0
2022-12-12,62.05416666666667,88.675,1562.125,36.520833333333336,83.625,0.0,0.8958333333333334,12.2,0.0,9.2,67,45.0,11.0
2022-12-13,45.0875,64.47916666666667,818.0833333333334,11.270833333333334,86.79166666666667,0.0,1.4729166666666667,11.5,0.0,10.3,75,45.0,11.0
2022-12-14,0.5833333333333334,0.8416666666666667,59.25,0.0,27.291666666666668,0.0,2.1416666666666666,11.4,0.0,8.7,78,45.0,11.0
2022-12-15,0.6625,0.9208333333333334,61.125,0.0,31.708333333333332,0.0,2.15,11.2,0.0,7.9,83,45.0,11.0
2022-12-16,48.13333333333333,68.82916666666667,846.0416666666666,19.212500000000002,88.625,0.375,0.9,12.7,0.0,6.2,79,45.0,11.0
2022-12-17,62.65416666666667,89.54583333333333,1453.2083333333333,37.67916666666667,78.20833333333333,0.25,0.46249999999999997,12.6,0.3,6.9,79,45.0,11.0
2022-12-18,51.699999999999996,73.89583333333333,1655.0833333333333,46.45416666666667,60.541666666666664,0.0,0.5895833333333333,13.6,0.0,7.0,68,51.0,12.0
2022-12-19,45.083333333333336,64.5125,1433.25,41.5875,57.583333333333336,0.25,0.40625,13.2,0.0,9.7,67,51.0,12.0
2022-12-20,45.19166666666666,64.62083333333334,1378.75,35.99583333333333,72.375,0.125,0.7083333333333334,12.6,0.0,8.0,69,51.0,12.0
2022-12-21,52.4625,74.97083333333333,1197.125,24.229166666666668,92.08333333333333,0.0,0.7000000000000001,11.2,0.0,9.8,78,51.0,12.0
2022-12-22,45.083333333333336,64.4375,1260.8333333333333,28.008333333333336,82.5,0.0,0.7729166666666667,11.3,0.0,10.5,70,51.0,12.0
2022-12-23,46.49583333333334,66.54583333333333,1335.7083333333333,30.837500000000002,78.33333333333333,0.25,0.8208333333333333,11.2,0.0,9.4,64,51.0,12.0
2022-12-24,54.4375,77.93333333333334,1443.7916666666667,31.4375,80.25,0.25,0.7270833333333333,11.3,0.0,7.8,62,51.0,12.0
2022-12-25,46.975,67.34583333333333,1526.7916666666667,38.43333333333333,70.625,0.25,0.8645833333333334,12.3,0.0,8.5,52,52.0,13.0
2022-12-26,49.82916666666667,71.54166666666667,1344.8333333333333,33.5,75.83333333333333,0.4166666666666667,0.7875,10.8,0.0,11.7,59,52.0,13.0
2022-12-27,45.97083333333333,65.92916666666666,1486.25,36.88333333333333,71.75,0.5,0.8395833333333335,11.0,0.0,11.6,48,52.0,13.0
2022-12-28,67.19583333333334,96.20416666666667,1322.5,31.166666666666668,72.33333333333333,0.375,0.5812499999999999,9.2,0.0,7.2,69,52.0,13.0
2022-12-29,78.72083333333333,112.66250000000001,1172.75,24.295833333333334,91.83333333333333,1.0,0.4583333333333333,8.8,0.0,9.0,83,52.0,13.0
2022-12-30,85.07916666666667,121.95833333333333,1588.0833333333333,38.454166666666666,68.91666666666667,1.0833333333333333,0.3729166666666666,9.4,0.0,7.8,81,52.0,13.0
2022-12-31,80.73333333333333,116.25833333333333,1290.1666666666667,31.84166666666667,83.83333333333333,2.0416666666666665,0.39166666666666666,9.7,0.2,8.6,75,52.0,13.0
2023-01-01,77.34583333333333,112.0,1359.625,28.53333333333333,88.08333333333333,3.8333333333333335,0.3729166666666666,10.1,0.0,10.8,72,100.0,22.0
2023-01-02,77.33333333333333,112.54166666666667,1437.9583333333333,31.912499999999998,83.875,5.375,0.7354166666666666,9.4,0.0,9.7,74,100.0,22.0
2023-01-03,73.01666666666667,105.78333333333335,1375.7083333333333,31.433333333333334,85.20833333333333,4.208333333333333,0.6895833333333333,8.5,0.0,10.4,72,100.0,22.0
2023-01-04,63.07083333333333,90.75,1466.0,33.25416666666667,80.91666666666667,1.5833333333333333,0.78125,8.3,0.0,9.2,67,100.0,22.0
2023-01-05,48.81666666666666,69.97916666666667,1690.7916666666667,39.425000000000004,72.66666666666667,0.5,0.68125,9.6,0.0,5.6,55,100.0,22.0
2023-01-06,39.93333333333333,57.15833333333333,1510.8333333333333,35.333333333333336,77.41666666666667,0.0,0.8208333333333333,10.4,0.0,10.7,52,100.0,22.0
2023-01-07,34.31666666666667,49.104166666666664,1375.5833333333333,33.358333333333334,77.95833333333333,0.125,0.875,12.0,0.0,10.7,34,100.0,22.0
2023-01-08,38.59166666666667,55.19583333333333,1636.5416666666667,44.84166666666667,70.875,0.0,0.9416666666666665,11.5,0.0,6.9,37,97.0,19.0
2023-01-09,39.90833333333333,57.06666666666666,1763.875,46.262499999999996,77.25,0.0,0.9854166666666666,12.3,0.0,7.4,37,97.0,19.0
2023-01-10,44.725,63.949999999999996,1744.75,41.25416666666667,77.5,0.25,0.9666666666666667,11.5,0.0,8.1,46,97.0,19.0
2023-01-11,45.35,64.85416666666667,1655.9583333333333,39.0375,89.45833333333333,0.0,0.9812500000000001,11.0,0.0,8.7,56,97.0,19.0
2023-01-12,50.32083333333333,72.07083333333334,1530.2083333333333,34.69583333333333,82.375,0.25,0.9791666666666666,11.0,0.0,7.8,56,97.0,19.0
2023-01-13,47.708333333333336,68.25416666666666,1548.0833333333333,30.616666666666664,91.625,0.0,0.9604166666666667,12.6,0.0,12.8,47,97.0,19.0
2023-01-14,37.4125,53.97083333333333,1203.1666666666667,23.55,90.125,1.2083333333333333,0.9562499999999999,11.8,0.0,13.8,53,97.0,19.0
2023-01-15,51.8125,74.39999999999999,1423.4166666666667,27.195833333333336,80.54166666666667,1.1666666666666667,0.7875,10.2,0.0,12.2,70,74.0,17.0
2023-01-16,63.199999999999996,90.425,1193.2083333333333,24.84583333333333,82.83333333333333,0.6666666666666666,0.6083333333333333,8.0,0.0,11.0,81,74.0,17.0
2023-01-17,72.33333333333333,103.425,1380.7916666666667,25.604166666666668,89.125,0.5,0.75,7.6,0.0,11.5,79,74.0,17.0
2023-01-18,77.85416666666667,111.45,1458.625,29.95,84.875,0.75,0.9041666666666667,7.9,0.0,10.9,71,74.0,17.0
2023-01-19,81.07916666666667,116.10000000000001,1427.875,29.125,83.45833333333333,0.6666666666666666,0.8229166666666666,7.6,0.0,12.0,73,74.0,17.0
2023-01-20,72.60416666666667,103.86666666666667,1937.0416666666667,40.362500000000004,86.41666666666667,0.25,0.8729166666666667,10.0,0.0,12.4,68,74.0,17.0
2023-01-21,44.824999999999996,64.33749999999999,1455.9166666666667,28.554166666666664,87.16666666666667,0.5,1.03125,13.1,0.0,14.0,49,74.0,17.0
2023-01-22,39.125,56.02916666666667,1269.625,28.087500000000002,82.70833333333333,0.25,1.09375,12.4,0.0,13.5,45,76.0,15.0
2023-01-23,35.90833333333333,51.416666666666664,1082.875,24.958333333333332,83.04166666666667,0.0,1.1145833333333333,12.4,0.0,13.9,49,76.0,15.0
2023-01-24,42.637499999999996,61.012499999999996,1135.8333333333333,27.141666666666666,83.83333333333333,0.0,1.0270833333333333,12.1,0.0,14.6,57,76.0,15.0
2023-01-25,49.57083333333333,71.04583333333333,1022.9166666666666,23.59166666666667,91.41666666666667,0.0,1.0354166666666667,14.2,0.0,13.5,57,76.0,15.0
2023-01-26,43.09583333333333,61.99166666666667,859.6666666666666,20.087500000000002,91.33333333333333,0.0,1.0562500000000001,14.4,0.0,12.4,57,76.0,15.0
2023-01-27,32.49583333333333,46.74166666666667,1054.2083333333333,25.004166666666666,78.625,0.25,1.2625,14.6,0.0,14.2,40,76.0,15.0
2023-01-28,45.725,65.57916666666667,1315.3333333333333,32.579166666666666,77.08333333333333,0.25,1.1958333333333333,12.3,0.0,10.9,47,76.0,15.0
